,index,image url,Answer,Question
262,328,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/add_project_tags.png                                             ,"To add a new tag to your project from this screen, click on the 'Project tags' drop-down menu. You will see a list of available tags such as 'CrohnsDisease', 'dicom', 'gastro', etc. Click on the tag you wish to add; it appears when you click it, indicating it's selected.",How can I add a new tag to my project from this screen?
263,329,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/filter_project_tags.png                                          ,"To filter for projects using the tag 'dicom', click on the 'Projects' tab in the navigation bar. Then, in the 'Filter by tags' drop-down menu, select 'dicom' from the list. This will display projects tagged with 'dicom'.",How do I filter for projects using the tag 'dicom'?
264,330,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/Project-settings-team-highlighted.png                                                       ,"To invite a new collaborator, click on the '+ Invite collaborators' button located in the 'Individuals' section under the 'Team' pane.",How can I invite a new collaborator to the project?
265,331,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/team_page.png                                                    ,"To add a new collaborator, click on the '+ Invite collaborators' button on the right side of the screen.",How can I add a new collaborator to this project?
266,332,https://storage.googleapis.com/docs-media.encord.com/static/img/invite-collaborators.png                                                                             ,"To invite a new collaborator, click the '+ Invite collaborators' button on the top right of the 'Individuals' section.",How can I invite a new collaborator to my project?
268,334,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/Project-settings-manage-groups-highlighted.png                                              ,"To add a group as collaborators, click the 'Manage' button under the 'Groups' section on the right side of the 'Team' page. This will open the 'Manage Groups' pop-up where you can select a group.",How can I add a group as collaborators in this project?
269,335,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-settings-manage-groups-popup.png                                                    ,"To add a group as collaborators, click the 'Select group' drop-down and choose a group from the list, such as 'Testing new group1' or 'Annotators'. Then, use the 'Select role' drop-down to assign a role before clicking 'Add' to add the group.",How do I add a group as collaborators in this interface?
270,336,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/settings-delete-button.png                                                                  ,"To remove a group, click the blue button with a white trash bin icon next to the group name.",How can I remove a group from the project?
271,337,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/change_user_role.png                                             ,"In the screenshot, 'alexey@cord.tech' is assigned the 'Admin' role, while 'ulrik@cord.tech' is assigned the 'Annotator' role.",What are the current roles assigned to the collaborators visible in the screenshot?
272,338,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/change_user_to_admin.png                                         ,"If you're unsure about making someone an Admin, you can click the 'Cancel' button in the dialog box, which will abort the process.",What action should I take if I'm unsure about making someone an Admin?
273,339,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/project_delete.png                                               ,"To delete your project, navigate to the 'Danger zone' tab in the menu on the left, then click the blue 'Delete project' button in the main panel.",How can I delete my project?
274,341,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/task_management_queue.png                                                   ,"To start annotating ‘sample.mp4’, click on the 'Start labelling' button located at the top right of the Queue pane in the Labels tab.",How can I start annotating the file ‘sample.mp4’?
275,342,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/task_management_add_reviews.png                                             ,"The 'Returned' label indicates that these annotation tasks have been sent back, likely for further review or correction, and are now visible in the review task creation screen.",What does the 'Returned' label next to each image group signify?
276,343,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/task_management_fifo.jpg                                                    ,"The 'first in-first out' method, as illustrated in the screenshot, means that tasks are processed in the order they are added to the queue, starting from the 'Enqueue' end and proceeding to the 'Dequeue' end. The task that has been in the queue the longest is served first.",What does the 'first in-first out' method mean in this task distribution?
277,344,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/task_management_bulk_assign.png                                             ,"To assign the 'Heavy traffic.mp4' task, click on the task in the list. Then, use the 'Select annotator' field at the bottom to choose an annotator, such as 'demo@cord.tech', and click the 'Assign' button.",How can I assign the 'Heavy traffic.mp4' task to a specific annotator?
278,345,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/task_management_activity.png                                                ,The task 'sample.mp4' from the 'videos' dataset is currently 'In review' with 16 reviews pending.,Which tasks are currently in the review stage?
279,346,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/task_management_editor_preview.png                                          ,"To label the image, click on the 'Flower' class from the list on the left, as the image shows a flower.",How do I label this image with the correct class?
280,347,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/task_management_review.png                                                  ,"To toggle between single label review and multiple labels, use the 'Single label review toggle' switch located at the top left of the screen, labeled as 'A'.",How can I toggle between reviewing a single label and multiple labels?
281,348,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/returned_task_comments.png                                                  ,"The label 'LabelTwo' was rejected with the comment: 'Not selecting anything [0, 0].' The rejection is indicated in the Rejected labels panel on the left side of the screen.",Why was the label 'LabelTwo' rejected?
282,349,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/task_management/submit_missing_label.png                                                    ,"To report a missing label, click on the 'Report missing labels' button located at the top-right corner of the screen. A dialog will appear where you can enter details about the missing labels in the frame. Once you've filled in the information, click 'Submit' to send the report.",How do I report a missing label for a specific frame?
283,350,https://storage.googleapis.com/docs-media.encord.com/static/img/create-benchmarkqa-proj.png                                                                          ,"To select the correct project type, click on the 'Automated QA' tab, which is highlighted in red in the screenshot.",How do I select the correct project type?
284,351,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/projects-add-ontology.png                                                                   ,"To create a new ontology, click on the **New ontology** button located in the top right corner of the screen.",How do I create a new ontology?
285,352,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/projects-add-dataset.png                                                                    ,"To attach the 'Football videos part 3' dataset, locate it in the list under the 'All datasets' tab and click the 'Attach' button next to it.",How can I attach the 'Football videos part 3' dataset to my project?
286,353,https://storage.googleapis.com/docs-media.encord.com/static/img/benchmarkqa-project-2.png                                                                            ,"You need to use the 'Apple' ontology for your benchmark QA project, as specified under the Ontology section in the Project settings panel.",What ontology do I need to use for my benchmark QA project?
287,354,https://storage.googleapis.com/docs-media.encord.com/static/img/scoring-function.png                                                                                 ,Click on the 'Single frame-level classification' option next to 'Dynamic benchmark' in the Scoring function section to switch the scoring function.,How do I change the scoring function to Single frame-level classification?
288,355,https://storage.googleapis.com/docs-media.encord.com/static/img/create-auto-project.png                                                                              ,"To finalize creating your Benchmark QA Project, click the 'Create project' button located at the top right corner of the screen.",How do I finalize creating my Benchmark QA Project?
289,356,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/project-summary-dashboard-tabs.png                                        ,"You can check the distribution of tasks in the 'Summary' tab, which provides a visual overview. The left chart shows that there are a total of 20 tasks, with different segments indicating the status such as Annotate, Review, and Completed.",How can I check the distribution of tasks in my current project?
290,357,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/projetcs-auto-qa-summary.png                                                                ,"The screenshot shows a doughnut chart with tasks divided into 'Annotate' and 'Completed' states. The purple section, labeled 'Annotate', represents a portion of the total 21 tasks, but the exact number requires deeper analysis of the chart's proportions.",How many annotation tasks are currently in the 'Annotate' state?
291,358,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/explore/explore-dashboard.png                                             ,"The total number of instances is 32, and all of them are object instances as shown under 'Instance statistics'.",What is the total number of instances and object instances in the current project?
292,359,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/labels/activity_screen-callouts.png                                       ,"To check the number of frames for a specific video, look in the 'Frames' column (Column E). For example, the video 'dji_0574.mp4' has 967 frames.",How can I check the number of frames for a specific video in this list?
293,361,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/labels/queue_tab-callouts.png                                             ,Use the search box labeled 'Search file' at the top left of the Queue tab to filter the list by file name. This allows you to quickly locate a specific data asset.,How can I find a specific data asset in the queue?
294,362,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/labels/queue_tab_assign_popup.png                                         ,"To assign the 'BerghouseLeopardJog.mp4' task, select the collaborator's email from the drop-down menu under the task details. The current selection is 'justin+an1@cord.tech'. Then, click the red 'Assign' button at the bottom right to finalize the assignment.",How can I assign the 'BerghouseLeopardJog.mp4' task to a collaborator?
296,364,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/labels/data_tab-callouts.png                                              ,"To find out who last edited 'dji_0596.mp4', look under the 'Last edited by' column (H). It currently shows 'None', indicating it has not been edited by anyone.",How can I find out who last edited the 'dji_0596.mp4' file?
297,365,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/labels/instances_tab.png                                                  ,"To find the identifier for 'Rock (0)' in the 'videos/bluemlisalphutte_flyover.mp4' file, look at the 'Identifier' column in the row corresponding to that instance. The identifier is 'MTkxMjAw'.",How can I find the identifier for the 'Rock (0)' instance in the 'videos/bluemlisalphutte_flyover.mp4' file?
298,366,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/performance-new-current-toggle.png                                                          ,"To start reviewing tasks, click on the 'Start reviewing' button located on the right side of the 'Large Project' header.",How can I start reviewing the tasks in the 'Large Project' dashboard?
299,367,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/projects-new-performance-dashboard-labeled.png                                              ,"To change the time period, select a range of dates in the input fields labeled 'A' above the chart. You can adjust the start and end dates as needed.",How can I change the time period displayed in the task actions over time chart?
300,368,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/projects-new-performance-dashboard-2.png                                                    ,"To change the time period displayed, use the date range selector at the top labeled 'A'. You can choose your desired dates to adjust the data shown in the chart.",How can I change the time period displayed in the chart?
302,371,https://storage.googleapis.com/docs-media.encord.com/static/img/autoqa-details-overview.png                                                                          ,"To view performance details for a specific date range, use the date selector at the top of the dashboard. Currently, it shows June 28, 2023, to July 03, 2023. Adjust these dates to your preferred range to update the details shown.",How can I view the performance details for a specific date range?
303,372,https://storage.googleapis.com/docs-media.encord.com/static/img/view-button.png                                                                                      ,"To view more details about the annotator submission, click the '+’ button next to the annotator's email address as mentioned in the documentation.",How can I view more details about the annotator submission?
304,373,https://storage.googleapis.com/docs-media.encord.com/static/img/view-button.png                                                                                      ,The 'View' button with an external link icon likely opens a new window or tab to display a detailed view or related content outside of the current application screen.,What does the 'View' button do when I click on it?
305,374,https://storage.googleapis.com/docs-media.encord.com/static/img/annotator-session-time.png                                                                           ,"To download the list of annotator session times, click on the 'Download CSV' button located at the top right corner of the table.",How do I download the list of annotator session times?
306,375,https://storage.googleapis.com/docs-media.encord.com/static/img/submissions-graph.png                                                                                ,"The 'Submissions' graph covers the timeframe from July 2, 2023, to July 3, 2023.",What timeframe does the 'Submissions' graph cover?
307,376,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/projects-manual-qa-settings.png                                                             ,"To copy the project and its assets, click the 'Copy project' button located in the 'General' section under 'Options'.",How can I copy this project and its assets?
308,377,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/copy_project_page1.png                                           ,"You can select all the assets by checking the 'Select all' checkbox at the top of the list, which will automatically select Ontology, Datasets, Labels, Models, and Collaborators.",How can I select all the assets to include in the project copy?
309,378,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/select_labels_option.png                                         ,"In the 'Copy project' window, you can choose to copy Labels, Models, Collaborators, or All datasets. These options are listed under the 'What assets would you like to include in your copy?' section.",What options do I have for copying assets in the project?
310,379,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/copy_labels_page2.png                                            ,You can use the 'Filter by' dropdown menu located above the list of data assets to filter the items and find specific ones more easily.,How do I filter the list of data assets to make it easier to find specific ones?
311,380,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/annotation-instructions.png                                                                 ,"To access the annotation instructions, click on the 'Annotation instructions' button located on the top left of the interface, above the 'Classes' section.",How can I access the annotation instructions in this interface?
312,381,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/add_project_tags.png                                             ,"To add a new tag, click on the 'Project tags' drop-down menu shown and select a tag from the available options, such as 'gastro', 'IBD', or 'rugby'.",How do I add a new tag to my project in the screenshot?
313,382,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/filter_project_tags.png                                          ,"To filter projects by the 'annotator4' tag, click on the 'Filter by tags' drop-down, type 'annotator4' into the search bar, and select it from the drop-down menu. This will display only the projects with the 'annotator4' tag, such as the 'Tennis racket detector' and 'Polyp detection' projects.",How can I filter the projects to only show those with the 'annotator4' tag?
314,383,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/auto-qa-settings-location.png                                                               ,"The benchmark project source for quality assurance is 'Fruit annotation', as seen in the 'Automatic QA' section.",What project is being used as the benchmark project source for quality assurance?
315,384,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/Project-settings-team-highlighted.png                                                       ,"To invite a new collaborator, click on the '+ Invite collaborators' button located next to the search box under the 'Individuals' section on the Team tab.",How can I invite a new collaborator to the project?
316,385,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/team_page.png                                                    ,"To invite a new collaborator to the project, click on the '+ Invite collaborators' button located on the right side of the screen under the 'Settings' tab.",How can I invite a new collaborator to the project?
317,386,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/Project-settings-invite-collaborators-highlighted.png                                       ,"To invite a new collaborator, click the '+ Invite collaborators' button located next to the 'Individuals' section on the right.",How do I invite a new collaborator to my project?
318,387,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/project_add_collaborator.png                                     ,"To add selected emails to the list of collaborators, click on the checkbox next to the desired email from the dropdown suggestions, such as 'annotator1@workforce.example.com', and then press the 'Add' button in red.",How can I add selected emails to the list of collaborators?
319,388,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/Project-settings-manage-groups-highlighted.png                                              ,"To add a group of collaborators, click on the 'Manage' button in the 'Groups' section on the right side of the Teams page. This will open the 'Manage Groups' pop-up where you can select the group you'd like to add.",How do I add a group of collaborators to the project?
320,389,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-settings-manage-groups-popup.png                                                    ,"To select a group, click on the 'Select group' drop-down menu. You'll see options like 'Testing new group1', 'Annotators', 'Testing SQLModel + typed execute', and 'Reviewers'.",How can I select a group to add as collaborators?
321,390,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/settings-delete-button.png                                                                  ,The trash bin icon in the screenshot is used to delete a group from the project. You can click this button next to the group name to remove it from the 'Added groups' list.,What is the purpose of the trash bin icon in the screenshot?
322,391,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/change_user_role.png                                             ,"To change the role of ulrik@cord.tech to a Team Manager, click the drop-down next to 'Annotator' associated with ulrik@cord.tech, and select 'Team Manager' from the list.",How can I change the role of ulrik@cord.tech to a Team Manager?
323,392,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/change_user_to_admin.png                                         ,"Clicking 'Continue' will upgrade the collaborator to an admin, which is an irreversible action as the prompt explicitly states that this action cannot be undone.",What happens if I click 'Continue' in this prompt?
324,393,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/project-dashboard/settings/project_delete.png                                               ,"You can delete your project by clicking the red 'Delete project' button, which is located on the left side under the 'Danger zone' tab.
",Where can I delete my project from the current screen?
325,394,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-dashboard.png                                                                    ,"To add a new collaborator, click on 'Manage Collaborators' labeled as A on the screenshot. This allows you to seamlessly add users to your project as collaborators.",How do I add a new collaborator to my project in this workflow?
326,395,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-start-component.png                                                              ,The 'Start' button represents the beginning of an annotation task through the Workflow. It can only be used once in a Project and needs to be connected to the next stage to proceed.,What is the purpose of the 'Start' button in the workflow?
327,396,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-annotate-component.png                                                           ,"To start editing an annotation stage, click on the 'Annotate' card visible on the canvas. This will allow you to enter the editing mode.",How can I start editing an annotation stage from this screen?
328,397,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-annotate-card-2.png                                                              ,"To add a new collaborator, click on the 'Selective' tab under Annotators, type the email address into the 'Add collaborators' field, and then click the 'Add' button.",How can I add a new collaborator to the 'Annotate 1' stage?
329,398,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/percentage-router-icon.png                                                                 ,"To split tasks using the percentage router, you can allocate specific percentages to different review stages. For example, you can set 50% of tasks to go to review stage A and the remaining 50% to review stage B, as described in the documentation.",How do I split the tasks between two different review stages using the percentage router?
330,399,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-percentage-router.png                                                            ,"Tasks are distributed equally between Review stage A and Review stage B, with each receiving 50% of the tasks from the Percentage router.",How are tasks distributed between the review stages?
331,400,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/collaborator-router-icon.png                                                               ,"The Collaborator router determines the paths that data units take through the workflow based on users, such as routing tasks completed by different users to specific review stages.",What is the purpose of the Collaborator router in this workflow?
332,401,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-collaborator-router.png                                                          ,"User 'kenny' will be routed to 'Review stage A' as shown in the 'Collaborator router' box under the list 'kenny, celine'.",Which review stage will user 'kenny' be routed to according to the screenshot?
333,402,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-review-component.png                                                             ,"To change the name of the review stage, click the Edit icon represented by a pencil next to 'Review 1'.",How can I change the name of the review stage in this interface?
334,403,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflow-review-card.png                                                                   ,"To edit the name of the review stage, click the pencil icon next to 'Review 1' at the top of the screenshot.",How do I edit the name of the review stage in this interface?
335,404,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-review-add-users.png                                                             ,"To add a specific reviewer, type their email address in the Reviewers input field and select the email from the dropdown list by clicking it. Then click the 'Add' button next to the input field to confirm your selection.",How do I add a specific reviewer to my current review stage?
336,405,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/strict-review-2.png                                                                        ,"In this context, 'Strict review' ensures that crucial details are not overlooked during the review stage. It aids in achieving higher accuracy when reviewing annotations and does not auto-advance to the next task after bulk approvals or rejections.",What does 'Strict review' mean in this context?
337,406,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/annotate-user-restriction.png                                                               ,"To restrict users from being reassigned to tasks they have completed in a different stage, enable the 'User assignment restriction' feature by toggling it on. This is done by clicking the toggle switch for 'Allow task reassessment' to off, as shown in the 'Advanced settings' section of the screenshot.",How can I restrict users from being assigned to tasks they have previously completed in a different stage?
338,407,https://storage.googleapis.com/docs-media.encord.com/static/img/agentnode-2.png                                                                                      ,The 'Agent 1' section represents a Task Agent responsible for triggering custom programmatic operations. It provides functionalities like 'Queue tasks for custom programmatic operations' and allows further configuration.,What does the 'Agent 1' section in the screenshot refer to?
339,408,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-complete-component.png                                                           ,"The 'Complete' icon signifies that a task in the project has been marked as complete, indicating the final stage of the task within the project lifecycle.",What does this 'Complete' icon signify in the project management interface?
340,409,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflows-manage-collaborators.png                                                         ,"To add a new collaborator, type their email or username into the 'Select users' field and then click the 'Add' button.",How can I add a new collaborator to the project?
341,410,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/add-annotator-workflows.png                                                                ,"To add an annotator to the 'Annotate 1' stage, click on the field labeled 'Add annotators', type the email address of the annotator you want to add, select the correct email from the dropdown list (such as 'annotator8@cord.tech'), and then click the red 'Add' button.",How can I add an annotator to the 'Annotate 1' stage?
342,411,https://storage.googleapis.com/docs-media.encord.com/static/img/new-workflow-template-2.png                                                                          ,"To create a new workflow template, click the red **+ New workflow template** button located in the upper right corner of the 'Workflow templates' section.",How can I create a new workflow template?
344,413,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/workflow-templates-screen.png                                                              ,"To start editing a workflow template, click on the name of the template you want to edit from the list in the center of the screen. For example, you could click on 'My workflow'.",How do I start editing a workflow template?
345,414,https://storage.googleapis.com/docs-media.encord.com/static/img/edit-template-button.png                                                                             ,"To start editing the workflow template, click the red 'Edit' button highlighted in the blue rectangle above the template diagram.",How can I start editing the workflow template?
346,415,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/select-template.png                                                                        ,"Answer To choose a workflow template, click the blue 'Select' button next to 'My-template'.",How can I choose a workflow template for my project?
348,417,https://storage.googleapis.com/docs-media.encord.com/static/img/template-collaborators.png                                                                           ,Click the '+ Invite collaborators' button on the right side of the 'Individuals' section.,How can I invite a new collaborator to this workflow template?
349,418,https://storage.googleapis.com/docs-media.encord.com/static/img/template-collaborators-2.png                                                                         ,"You should select the 'Admin' role to give the user full access, which includes the ability to edit, delete, and share the workflow template. They can also change workflow settings and assign roles.",What role should I select if I want the user to have full control over the workflow template?
350,419,https://storage.googleapis.com/docs-media.encord.com/static/img/workflows/delete-template.png                                                                        ,"To delete the template, navigate to the 'Settings' tab and then to the 'Danger zone'. From there, click the 'Delete template' button.",How can I delete the current template I'm viewing?
351,420,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/consensus-determine-consensus.png                                                           ,The 'Annotate' task requires 6 unique annotators as shown in the purple section of the screenshot.,How many annotators are required for the 'Annotate' task?
352,421,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/consensus-review-refine-workflow.png                                                        ,"In the 'Annotate' phase of Consensus 1, 6 unique annotators are required.",How many annotators are needed in the 'Annotate' phase of Consensus 1?
353,422,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/consensus_reviewer-02-01.png                                                                ,"You need to decide consensus on labels for 'Blueberry or Cherry?' as indicated for each annotator in the sidebar. Options available are 'Bing', 'Rainier', and 'Cherry'.",What types of labels do I need to decide consensus on for this data unit?
354,423,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/consensus-reviewer-01-01.png                                                                ,"To select the best annotators, click on the checkboxes next to the annotators' names that have done the best job, as shown in the left pane. Ensure that the required number of annotators is selected for the 'Consensus reached' button to become clickable.",How do I select the best annotators for the data unit shown in the screenshot?
356,425,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/consensus_reviewer-01-02.png                                                                ,"Consensus has been reached by annotators identified by orange, blue, and purple dots next to their email addresses: lavernet-d-annotator01@encord.com, lavernet-d-annotator02@encord.com, and lavernet-d-annotator04@encord.com, as shown in the left panel.","Who has reached consensus on the labeling of the video, and how can I identify them?"
357,426,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/consensus-review-refine-image.png                                                           ,"To approve the labels from an annotator, click on the red 'Approve labels' button on the left panel where it currently shows 'laverne+s-expert-annotator02@encord.com' as the selected option.",How can I approve the labels from the annotator on this screen?
358,427,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/consensus-review-refine-video.png                                                           ,"To add a new label to the blueberries video, click on 'Edit approved labels' at the top right. This allows you to modify or add labels to your data unit.",How do I add a new label to the blueberries video?
359,428,https://storage.googleapis.com/docs-media.encord.com/static/img/annotator-training-creation.png                                                                      ,"To start creating a new training project, click on the '+ New training project' button, which is located in the top-right corner under the 'Training projects' tab in the 'Projects' section.",How do I start creating a new training project?
360,429,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/create_flow/at_create1_enter_details.png                                           ,You can use the title 'Traffic Training Project Demo' and the description 'A demonstration project of the annotator training module' as shown in the screenshot. Make sure your title and description reflect the nature of your project.,What title and description should I use for my annotator training project?
361,430,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/create_flow/at_create2_select_ontology.png                                         ,"The selected ontology is displayed in the right section under 'Selected ontology'. The 'Traffic - Nested' ontology is currently selected, as indicated by the 'Selected' label next to its name in the list.",How can I verify which ontology is currently selected?
363,432,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/create_flow/at_create4_assign_team-blurred.png                                     ,"In the 'Assign training' step, under 'Individuals', you can add more by entering their email addresses in the field provided, similar to the existing addresses shown in the screenshot.",How do I add more individuals to this training program?
364,433,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/working_flow/at_lifecycle1-add_annotators-blurred.png                              ,"To invite a new annotator, click on the 'Settings' tab, go to 'Team', then click on 'Invite collaborators'. Enter the email address of the annotator in the provided field and click the 'Add' button.",How do I invite a new annotator in this project?
365,434,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/working_flow/at_working1_start-summary-page_blurred.png                            ,"To verify, you can check the summary screen. It indicates that there are 16 tasks in total, and all are remaining to be completed. Additionally, the Annotators section shows 4 annotators, each with 4 benchmark tasks assigned, none of which have been submitted yet.",How can I verify if all tasks and annotators are correctly set up in this project?
366,435,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/working_flow/at_an_working1_summary.png                                            ,"To start labeling tasks, click the 'Start labelling' button located in the upper right corner of the interface.",How can I begin labeling tasks within the Traffic Training Project Demo?
367,436,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/working_flow/at_an_working2_labels-blurred.png                                     ,The status of the 'rainy_city_drive_normalized.mp4' file is 'Assigned'.,What is the status of the 'rainy_city_drive_normalized.mp4' file?
368,437,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/working_flow/at_lifecycle2_evaluate-perf_blurred.png                               ,"You can check the overall progress in the 'Annotation task progress' section on the left side of the screen. It shows that 6 out of 16 tasks are completed, which is 37.50% of the project.",How can I check the overall progress of annotation tasks for this project?
369,438,https://storage.googleapis.com/docs-media.encord.com/static/img/projects/training/working_flow/at_lifecycle2_1-evaluate-perf-submissions_blurred.png                 ,"To view the benchmark answer for 'rainy_city_drive_normalized.mp4', click on the 'View' link under the 'Benchmark answer' column, which is next to the annotator's answer and the score.",How can I view the benchmark answer for the 'rainy_city_drive_normalized.mp4' data unit?
370,439,https://storage.googleapis.com/docs-media.encord.com/static/img/projects-list.png                                                                                    ,"To start a new annotation project, click the '+ New annotation project' button located on the top right of the screen.",How can I start a new annotation project in this view?
371,440,https://storage.googleapis.com/docs-media.encord.com/static/img/project-status.png                                                                                   ,"For the 'Magical Marmosets' project, you can choose from the following statuses: Not started, In progress, Paused, Completed, or Cancelled. The current status is set to 'In progress'.",What project statuses can I choose from the dropdown menu for 'Magical Marmosets'?
372,443,https://storage.googleapis.com/docs-media.encord.com/static/img/queue-priorities.png                                                                                 ,"To filter the list by task status, click on the 'Filter' button labeled C and choose the desired options like Dataset, User, Data Type, or Status from the dropdown menu.",How can I filter the list of data units by task status?
373,445,https://storage.googleapis.com/docs-media.encord.com/static/img/update-priority.png                                                                                  ,"To change the task priority to a higher level, drag the slider to the right towards the number 100 or manually enter a higher number in the input field, such as 80. Then click the red 'Update' button to save the changes.",How can I change the task priority to a higher level?
374,446,https://storage.googleapis.com/docs-media.encord.com/static/img/queue-tab-annotators.png                                                                             ,"To view the tasks contained in a specific annotation stage, click on the stage listed on the left under 'Queue', such as 'Annotate 1'. This will display the tasks contained in that stage.",How can I view the tasks contained in a specific annotation stage?
375,447,https://storage.googleapis.com/docs-media.encord.com/static/img/queue-tab-reviewer.png                                                                               ,Click on the review stage 'Review 1' under section A to view the tasks it contains.,How can I see the tasks contained in a specific review stage?
376,448,https://storage.googleapis.com/docs-media.encord.com/static/img/export-and-save-button.png                                                                           ,"To select all data units, use the checkbox at the top of the column next to 'File'. This will select all rows in the list for export.",How can I select all data units for label export in the screenshot?
377,449,https://storage.googleapis.com/docs-media.encord.com/static/img/save-new-version.png                                                                                 ,"To save the current label version, you need to click the 'Save new version' button located at the top right of the screen, highlighted with a blue box.",How can I save the current label version in this interface?
